Taxa,GY-IF-XX-2014,GY-IF-ZX-2014,GY-IF-XX-2015,GY-IF-ZX-2015,GY-RN-XX-2014,GY-RN-ZX-2014,GY-RN-XX-2015,GY-RN-ZX-2015,GY-RP-XX-2014,GY-RP-ZX-2014,GY-RP-XX-2015,GY-RP-ZX-2015,TGW-IF-XX-2014,TGW-IF-ZX-2014,TGW-IF-XX-2015,TGW-IF-ZX-2015,TGW-RN-XX-2014,TGW-RN-ZX-2014,TGW-RN-XX-2015,TGW-RN-ZX-2015,TGW-RP-XX-2014,TGW-RP-ZX-2014,TGW-RP-XX-2015,TGW-RP-ZX-2015,GL-IF-XX-2014,GL-IF-ZX-2014,GL-IF-XX-2015,GL-IF-ZX-2015,GL-RN-XX-2014,GL-RN-ZX-2013,GL-RN-XX-2015,GL-RN-ZX-2015,GL-RP-XX-2013,GL-RP-ZX-2013,GL-RP-XX-2015,GL-RP-ZX-2015,GW-IF-XX-2014,GW-IF-ZX-2014,GW-IF-XX-2015,GW-IF-ZX-2015,GW-RN-XX-2014,GW-RN-ZX-2014,GW-RN-XX-2015,GW-RN-ZX-2015,GW-RP-XX-2014,GW-RP-ZX-2014,GW-RP-XX-2015,GW-RP-ZX-2015,GNS-IF-XX-2014,GNS-IF-ZX-2014,GNS-IF-XX-2015,GNS-IF-ZX-2015,GNS-RN-XX-2014,GNS-RN-ZX-2014,GNS-RN-XX-2015,GNS-RN-ZX-2015,GNS-RP-XX-2014,GNS-RP-ZX-2014,GNS-RP-XX-2015,GNS-RP-ZX-2015,TN-IF-XX-2014,TN-IF-ZX-2014,TN-IF-XX-2015,TN-IF-ZX-2015,TN-RN-XX-2014,TN-RN-ZX-2014,TN-RN-XX-2015,TN-RN-ZX-2015,TN-RP-XX-2014,TN-RP-ZX-2014,TN-RP-XX-2015,TN-RP-ZX-2015,PH-IF-XX-2014,PH-RN-XX-2014,PH-RP-XX-2014,PH-IF-ZX-2014,PH-RN-ZX-2014,PH-RP-ZX-2014,PH-IF-XX-2015,PH-RN-XX-2015,PH-RP-XX-2015,PH-IF-ZX-2015,PH-RN-ZX-2015,PH-RP-ZX-2015
AM3.57,801.67,613.82,1183.33,962,820,283.48,986.66,585,777.75,309.65,920.83,1068.5,56.34,52.09,45.76,45.5,47.67,41.34,39.5,39.92,46.84,39.99,37.76,37.01,6.71,6.69,6.05,6.512666667,6.07,5.75,5.54,5.74,5.99,5.91,5.53,5.71,3.94,3.88,3.53,3.57,3.59,3.33,3.29,3.33,3.55,3.25,3.19,3.12,70.44,88.56,62.11,65.78,61.29,58.65,55.06,46.18,63.47,81.12,56.1,59.02,12.67,27.25,17.67,20.17,15.17,14,20.5,20.17,13.5,32,21.5,19,99.33333333,100,100.3333333,110,90,97.33333333,111.5555556,110.8888889,108.7777778,88,84.22222222,85.22222222
AM3.58,1203.33,1202.32,1113.33,1007,930.66,801.32,925.34,626.33,987.42,1028.48,830.17,1032.5,46.18,44.43,41.3,37.14,40.58,41.23,37.12,36.72,39.67,36.74,34.4,32.28,6.44,6.29,5.95,6.224333333,5.72,5.79,5.5,5.56,5.75,5.77,5.4,5.51,3.33,3.29,3.08,3.04,3.04,3.07,2.91,2.97,3.03,2.88,2.78,2.75,37.67,39.89,38.56,37.11,32.67,32.39,30.97,24.74,34.76,36.07,28.9,31.45,41,37.67,47,36.83,43.17,30,52.67,25.83,44,35.33,56.83,32.33,76.66666667,78.33333333,76.66666667,79,69.33333333,70.33333333,84.11111111,82.22222222,83.55555556,70.44444444,69.88888889,72.88888889
AM3.59,825,933.32,1026.67,934.5,722.66,513.32,762.66,521.67,728.17,791.32,726.75,1010,43.44,42.24,37.95,34.19,37.81,34.16,31.67,30.62,37.36,35.64,30.4,30.12,6.48,6.43,5.98,6.282,5.81,5.75,5.48,5.52,5.87,5.98,5.46,5.61,3.22,3.16,2.94,2.91,2.9,2.79,2.71,2.71,2.9,2.8,2.62,2.65,36.78,39.56,41.11,42.56,25.59,32.21,34.19,22.38,27.48,35.51,27.77,34.48,46.33,37,43.5,33.83,47.67,28,47,23,45.33,27.83,54.67,29.17,104,105,100.3333333,94.33333333,83.33333333,86,104.3333333,103.3333333,100.8888889,84.88888889,84.44444444,86.44444444
AM3.60,1155,1089.82,1005,962.5,840,869.98,816,574.67,1059.67,897.48,723.92,1010.67,48.51,41.15,41.23,38.48,45.54,40.29,36.26,38.51,42.51,31.03,36.67,34.54,6.61,6.6,6.05,6.665,6.01,6.1,5.6,5.92,5.96,5.98,5.58,6.09,3.36,3.13,3.11,3.09,3.14,2.99,2.88,3.01,3.08,2.68,2.88,2.81,40.11,42.67,37.89,38.67,38.53,34.19,33.72,24.17,34,39.76,28.99,30.51,32,38.5,38.67,37.67,34.17,25.17,39.33,19.67,35.67,32.5,34.5,31,110,111.6666667,110.3333333,100.6666667,96,93.66666667,106.6666667,111.6666667,103.2222222,88.11111111,85.66666667,90.55555556
AM3.61,1051.67,1065.15,1143.33,1100.83,925.34,673.48,929.34,514,838.67,852.32,923.67,993.5,51.31,49.01,47.53,39.63,44.6,41,41.79,35.96,44.16,39.54,41.03,34.31,6.43,6.42,6.02,5.984666667,5.76,5.64,5.55,5.28,5.72,5.77,5.55,5.35,3.51,3.44,3.31,3.19,3.17,3.09,3.09,3,3.18,3.01,3.04,2.9,36,38,41.22,37.56,24.28,30.6,29.09,27.29,29.75,35.42,30.03,33.15,37.67,37.67,33,34.83,42,26.17,32.67,20.25,42,31.5,38.67,29.17,94.66666667,96.66666667,96.33333333,92.66666667,82.33333333,82.33333333,94.66666667,97.11111111,93.22222222,81.77777778,79.22222222,81.94444444
AM3.62,1131.67,1175.48,1096.67,967.33,905.34,638.32,905.34,458,903.83,891.15,919.42,1002.67,44.25,39.95,40.35,33.03,38.46,37.64,34.63,33.97,38.02,34.37,33.68,30.41,6.02,5.88,5.57,5.785,5.34,5.41,5.11,5.14,5.34,5.41,5.08,5.21,3.36,3.18,3.11,2.92,3.03,3,2.88,2.89,3.04,2.83,2.82,2.73,44,43.56,42.78,38.22,31.36,30.51,36.74,25.98,31.45,37.03,37.31,37.12,38,41.17,44.67,41.83,47.17,24.67,35,23.75,45.67,33.17,40,35.33,85,86,83.33333333,84.66666667,75.33333333,77,92.88888889,87.66666667,90.77777778,72.88888889,73.11111111,78.05555556
AM3.63,1263.33,1358.98,1403.33,1303.33,1109.34,846.32,1132,692.5,1276.42,1063.32,1173,1323,55.18,51.91,47.7,43.34,45.86,44.42,43.15,41.34,46.13,42.49,41.05,37.92,6.6,6.61,6.07,6.416,5.8,5.92,5.63,5.76,5.89,6.03,5.56,5.7,3.57,3.45,3.28,3.21,3.19,3.18,3.11,3.15,3.19,3.03,3,2.97,33.78,35.44,30.56,34.11,25.59,26.83,27.01,22.95,27.2,35.22,30.69,28.9,45.17,43.17,46.67,47.67,51,32.5,59,24.33,48,42.33,50.83,35.67,97.66666667,96.66666667,95.66666667,93.33333333,85.33333333,83,99.22222222,100.6666667,99,83,79.55555556,83.22222222
AM3.64,1025,1065.65,1078.33,942.83,938.66,527.82,930.66,546.83,960.5,831.65,899.58,890.33,55.47,54.68,48.91,45.72,46.54,45.3,42.34,42.27,47.46,45.14,40.57,39.97,6.59,6.48,5.95,6.357,6.02,5.76,5.46,5.59,6.05,6.03,5.43,5.73,3.63,3.61,3.4,3.34,3.23,3.23,3.16,3.2,3.24,3.16,3.05,3.04,37.33,38,41.89,38.33,32.67,26.26,37.21,22.29,34.09,36.74,30.12,31.64,37.67,35.17,42,32.83,48.5,24,43.33,22.5,38.83,25.67,37.83,32.33,77,74.33333333,74,76.66666667,67.66666667,65.66666667,85.88888889,84.44444444,82.88888889,69.22222222,66.66666667,69.77777778
AM3.65,1340,1291.15,1168.33,1102.83,1113.34,762.32,1069.34,629.83,1207,973.32,1028.5,1015.17,43.78,41.56,37.47,33.81,37.38,36.65,34.22,33.38,36.28,32.43,33.17,31.33,6.02,6.03,5.63,5.997666667,5.34,5.42,5.23,5.3,5.37,5.46,5.17,5.43,3.46,3.34,3.11,3.04,3.1,3.08,2.94,2.99,3.07,2.88,2.89,2.86,45.67,48.44,37.33,48.89,37.97,33.91,34.66,34.94,38.82,46.38,39.67,38.34,35,36.83,42,36.83,41.67,24.17,43.33,22.92,38.67,37.5,39.67,29.33,85.66666667,85,83.66666667,80.66666667,73,77.33333333,87.22222222,90.66666667,87.22222222,73.55555556,74.55555556,73.44444444
AM3.66,946.67,1034.65,1048.33,872,684,586.98,797.34,480.5,793.33,789.15,920.83,884,44.84,41.5,36.77,29.69,38.63,35.93,32.24,32.9,37.82,31.86,33.69,29.27,6.25,6.17,5.65,5.93,5.55,5.42,5.21,5.25,5.5,5.61,5.12,5.37,3.36,3.21,3,2.78,3.04,2.95,2.81,2.85,3,2.73,2.84,2.69,37.89,41.67,41,42.22,35.04,24.74,36.36,23.23,27.39,36.74,33.43,37.88,41.17,39.33,44.17,40.17,44,25.17,44.17,22.17,45.33,37.17,35.83,40,66.33333333,66.33333333,65,65,61.66666667,63.33333333,73.11111111,73.66666667,75.33333333,61.88888889,62.11111111,60.66666667
AM3.67,1033.33,1056.32,786.67,690.83,698.66,604.65,726.66,459.17,774.92,791.65,763.58,794.5,44.73,43.22,40.69,35.11,37.85,37.76,35.29,33.39,38.05,32.34,36.24,31.07,6.49,6.49,5.93,6.339,5.77,5.75,5.45,5.57,5.79,5.85,5.47,5.73,3.3,3.24,3.11,3,2.95,3.02,2.88,2.94,2.94,2.77,2.87,2.75,35.56,42.67,34.56,36.89,29.18,31.17,28.33,24.93,31.36,35.04,28.71,35.61,40.67,37.33,42,29.67,50.33,27.17,48.67,21.42,46.83,35.17,43.17,26.67,115.3333333,112,112,108,90.66666667,97,108.1111111,107.8888889,112.1111111,85.88888889,86.33333333,84.11111111
AM3.68,1103.33,1084.65,1233.33,941,1062.66,629.32,1012,602.83,1018.58,803.82,1049.75,1181.5,54.51,46.18,41.16,39.45,45.82,45.77,39.21,42.81,44.18,34.93,37.04,35.88,6.84,6.84,6.25,6.632666667,6.11,6.13,5.83,5.99,6.05,6.11,5.78,5.94,3.47,3.23,3.02,3.02,3.09,3.18,2.91,3.14,3.05,2.78,2.8,2.81,38.56,37.78,37.67,40.11,28.71,25.69,29.75,22.47,32.39,35.22,28.05,32.02,43.67,41.17,50,34.17,44.33,25.5,49,24.42,45.67,31.5,40.33,32.83,101.3333333,103.3333333,101.3333333,87.33333333,87.33333333,91,102.1111111,100.4444444,99.88888889,86.66666667,85.44444444,85.33333333
AM3.69,1181.67,1163.32,1110,1002.67,956,681.15,890.66,572.33,1065.33,968.98,967.58,920.5,42.09,39.19,34.81,30.3,35.17,34.29,30.43,30.8,34.63,32.22,28.68,28.59,6.08,6.04,5.51,5.863666667,5.4,5.39,5.07,5.23,5.41,5.49,5.03,5.32,3.22,3.1,2.92,2.77,2.88,2.87,2.72,2.76,2.86,2.73,2.61,2.61,44.78,41,47.44,40.33,31.73,29.75,34.48,25.98,34.94,34.85,31.17,31.08,43,48,48,47.5,52.33,29.33,43.33,22.58,50,37.33,49.67,33.67,72.66666667,73.66666667,71.33333333,68.33333333,62.66666667,64.33333333,78.88888889,79.11111111,77.55555556,64.44444444,64,62.66666667
AM3.70,920,926.32,990,943.17,822.66,571.15,894.66,594,814.58,826.98,810.33,970.67,48.33,47.29,40.63,40.51,42.05,39.62,37.83,37.49,40.92,37.94,35.24,35.18,6.52,6.54,6,6.392,5.85,5.79,5.61,5.64,5.83,5.91,5.49,5.76,3.43,3.35,3.07,3.12,3.11,3.07,2.95,3,3.1,2.94,2.8,2.86,50.33,54.44,52.33,48.44,37.59,35.04,36.07,29.94,35.98,44.86,41.37,36.83,26.33,29.17,22.83,31,27.17,19.83,31.67,19.25,29.67,25.83,31.33,27.83,68.33333333,82.66666667,73,64.33333333,60.66666667,60.33333333,72.22222222,71.22222222,69.66666667,60.88888889,61.22222222,60.22222222
AM3.71,1253.33,1169.65,1086.67,921.83,1009.34,615.98,846.66,570.67,1180.08,999.15,1001.58,856.5,46.57,46.08,47.1,38.49,38.66,41.97,31.22,40.24,38.29,37.61,40.45,32.95,6.67,6.68,6.34,6.428666667,5.9,6.06,5.93,5.99,5.93,6.05,5.81,5.58,3.3,3.24,3.19,2.99,2.92,3.02,3.01,2.98,2.92,2.85,2.91,2.77,40.22,43.56,37.67,39.33,32.96,31.17,31.08,23.43,33.91,38.53,33.24,32.96,46.67,36.33,41.33,40.83,44.33,23.33,41.33,22.83,47.33,31.33,46.33,28.5,71.33333333,67.66666667,69.33333333,64,58.33333333,59,73.11111111,73,73.55555556,59.66666667,59.77777778,61.88888889
AM3.72,1300,1290.82,1261.67,975.17,997.34,746.15,1024,660.33,939.25,1155.15,1066.75,1089.17,40.59,40.72,38.79,37.71,33.63,38.73,36.57,35.06,34.37,34.36,33.07,32.26,6.6,6.61,6.19,6.418666667,5.92,6.04,5.74,5.82,5.93,6.05,5.65,5.78,3.07,3.03,2.89,2.94,2.69,2.88,2.79,2.77,2.72,2.71,2.63,2.64,41.78,39.33,37.56,40.56,34.28,29.66,33.43,25.78,32.39,40.23,32.78,29.84,50.33,40.17,47.83,42,50.5,32.67,63.33,22.75,47.67,48.33,48,33,80.66666667,80,78.66666667,70,71.33333333,74.33333333,83.55555556,82.11111111,81.88888889,69.55555556,71.88888889,72.77777778
AM3.73,1051.67,1077.98,1051.67,879.33,790.66,555.32,896,584.67,857.08,1000.32,942.08,935.83,37.92,42.56,40.98,36.48,33.6,38.29,33.71,35.01,32.34,34.83,32.17,31.45,6.03,6.11,5.72,5.967333333,5.41,5.49,5.17,5.32,5.38,5.52,5.11,5.32,3.15,3.27,3.16,3.07,2.88,3.03,2.88,2.95,2.84,2.89,2.77,2.77,49.56,44.22,39.78,39.11,36.74,33.72,31.73,30.32,35.7,42.87,33.63,29.94,40.83,34.67,36.33,35,36.17,22,45,20.33,36.33,36.17,41,27,63.33333333,65,63,60,55.66666667,56.66666667,69.77777778,69.11111111,70.22222222,53.55555556,57.55555556,58
AM3.74,1236.67,1215.48,1198.33,1084.83,1010.66,766.48,1070.66,741.17,1090.83,1033.48,1073.83,962,44.39,40.75,35.83,35.16,39.28,36.54,33.32,33.65,37.5,32.18,31.77,29.31,5.98,5.91,5.5,5.905,5.38,5.26,5.1,5.19,5.33,5.32,5.1,5.25,3.41,3.26,3.02,3.05,3.12,3.09,2.9,3,3.05,2.82,2.78,2.72,44.11,54.11,45.33,54.56,35.79,40.43,39.58,35.22,44.57,44.29,39.67,43.63,37.33,32.33,34,30.67,42.17,24.17,37.83,23.67,35.67,32.5,41.5,27.17,71,71.33333333,70.33333333,67,63.33333333,66,76.44444444,77,75.88888889,65.77777778,67.22222222,65.66666667
AM3.75,1076.67,1090.32,1161.67,982,824,693.98,934.66,686.67,987.42,1002.15,956.25,1002.17,44.73,44.23,38.78,37.86,37.49,39.58,33.16,38.78,37.13,34.6,32.72,32.73,6.68,6.68,6.09,6.478666667,5.94,5.98,5.56,5.87,5.89,6.02,5.53,5.82,3.23,3.21,2.98,3.02,2.91,2.99,2.74,2.98,2.87,2.79,2.7,2.75,43,45.11,46.89,39.44,34,32.02,30.41,28.71,36.07,39.01,32.78,35.33,40.5,36,42.83,32.67,44.83,25.83,41,26.83,41.67,36.33,43.5,33.33,75.66666667,73,73.66666667,71.66666667,65.66666667,66,80.44444444,76.66666667,78,64.77777778,68.88888889,66.33333333
AM3.76,1171.67,1194.98,1128.33,896,1000,788.32,968,578.5,1076.67,959.98,926.5,922.67,47.99,43.83,40.56,42.63,39.83,44.61,34.31,43.08,39.32,34.58,34.51,36.93,6.91,6.87,6.34,6.912333333,6.16,6.24,5.81,6.26,6.14,6.21,5.78,6.23,3.38,3.28,3.15,3.23,3.01,3.21,2.86,3.18,3,2.87,2.84,2.96,43.33,42.22,39.22,38.33,35.79,28.53,33.15,23.32,31.45,40.23,32.02,27.86,37.5,38.67,38.67,32.33,40.33,24.17,40.17,23.58,40.33,38.83,37.67,24.33,77,77.33333333,76,71.33333333,65.33333333,68,77.88888889,78.22222222,76.22222222,62.88888889,64.88888889,64.44444444
AM3.77,1018.33,1045.65,1025,881,758.66,613.82,778.66,516.67,797.58,795.48,852.83,858.33,41.13,39.25,33.23,31.41,37.23,35.9,28.89,32.3,35.97,32.82,28.85,27.88,6.29,6.25,5.82,6.181666667,5.73,5.66,5.33,5.5,5.62,5.71,5.33,5.53,3.17,3.08,2.83,2.81,2.96,2.95,2.64,2.78,2.92,2.79,2.59,2.57,49.89,52,52.56,50.89,34.19,30.97,38.25,29.38,45.81,42.87,37.12,41.84,34.17,35.5,34.67,29.33,37.5,24.5,40,21.42,28.33,33.83,35.5,32.5,74,75,74.33333333,69.66666667,64.66666667,68.33333333,76.66666667,78.33333333,75.55555556,63.33333333,66.66666667,64.22222222
AM3.78,1328.33,1160.82,1268.33,1133.83,1013.34,681.48,1010.66,636.5,1163.08,963.82,1086.58,1156,47.06,45.66,41.35,36.63,39.29,39.1,36.66,35.54,39.1,35.57,34.24,32.85,6.67,6.69,6.22,6.369,5.92,5.94,5.65,5.69,5.9,6.02,5.66,5.81,3.31,3.25,3.03,2.97,2.94,2.97,2.82,2.9,2.93,2.8,2.71,2.74,40.89,43.22,37.89,33.67,29.47,28.99,26.54,24.37,30.32,42.59,27.29,32.87,38.33,42.83,39.83,42.5,50.17,32.17,45.33,23.92,43.5,36,43.67,34.33,93,92.66666667,91,86.66666667,76,81.66666667,96.11111111,96.55555556,95.11111111,77.77777778,74,78.88888889
AM3.79,1190,1167.48,1321.67,1030.83,834.66,822.15,1046.66,681,983.17,912.48,1082.33,1060.33,49,46.34,41.43,39.22,42.1,42.67,38.32,39.92,41.29,36.78,36.11,34.91,6.9,6.85,6.33,6.634666667,6.14,6.26,5.87,6.02,6.08,6.19,5.79,6.01,3.34,3.22,3.03,3.03,3,3.06,2.87,2.99,2.99,2.85,2.79,2.79,42.33,43.11,35.56,43,31.93,32.96,29.66,25.31,35.7,43.07,31.08,30.97,40.67,39.67,49.33,35.83,42.33,26.17,43.67,22.58,40.67,31.17,43.33,36,89,92.33333333,89.66666667,84.66666667,77,82,94.11111111,95.11111111,94.66666667,76.66666667,76.77777778,79.33333333
AM3.80,1140,1093.48,1046.67,950.17,840,644.48,809.34,484.83,942.08,928.48,903.83,732.83,49.59,53.79,49.43,44.05,41.25,44.93,43.08,43.94,39.85,44.52,42.97,39.14,6.89,6.97,6.57,6.644666667,6.12,6.21,6.05,6.1,6.06,6.31,6.03,5.94,3.39,3.48,3.33,3.24,2.99,3.16,3.08,3.17,2.97,3.08,3.02,2.99,39.67,38.22,31.89,36.11,31.82,29.09,24.28,22.29,32.3,33.91,26.07,28.53,33.5,39.5,38,39,41.67,24.5,45.5,22,44.67,34.67,38,27.33,77.33333333,79,77.66666667,74,67,70,76.44444444,76.77777778,78.44444444,66.22222222,62.66666667,64.44444444
AM3.81,1131.67,1092.98,1301.67,1161,908,820.32,1036,640.33,983.17,933.48,1090.83,1122.33,54.49,49.49,48.01,43.39,46.14,44.34,40.99,40.08,45.69,39.92,40,37.76,6.89,6.76,6.35,6.542666667,6.17,6.13,5.77,5.84,6.15,6.05,5.74,5.91,3.52,3.32,3.24,3.15,3.15,3.15,2.99,3.01,3.14,2.96,2.91,2.88,33.22,37.56,33.22,35.11,27.57,28.99,30.41,19.07,27.11,37.03,30.41,29.38,42,39.17,51.33,47,42.33,32.67,47,20.17,38.17,39.67,42.33,29.83,94.33333333,92.33333333,93.33333333,86,77.66666667,82.33333333,99.55555556,101.2222222,99.88888889,85.55555556,78.44444444,82.44444444
AM3.82,1055,1057.65,1026.67,952.5,840,668.98,829.34,572.5,868.42,915.98,858.5,931.17,60.19,55.04,50.34,46.64,49.92,46.24,45.91,43.23,49.93,46.21,44.36,40.09,6.59,6.49,6.05,6.34,5.84,5.91,5.6,5.68,5.78,5.85,5.56,5.71,3.88,3.66,3.48,3.42,3.45,3.29,3.31,3.25,3.45,3.3,3.2,3.09,49.22,52.78,49,45.11,37.77,39.01,42.69,27.68,38.06,49.49,39.29,37.03,25.67,27.67,26.33,22.5,27.5,20,23.33,19.42,23,23.17,31,21.33,88,86.33333333,86.33333333,82.66666667,72.66666667,78.33333333,86.66666667,87.88888889,88.55555556,75.77777778,71.44444444,76.66666667
AM3.83,1255,1343.65,1298.33,1100.83,1066.66,916.82,928,731.17,981.75,1007.98,991.67,1085.67,47.03,45.7,43.48,37.14,38.81,43.09,37.27,39.6,38.44,38.59,34.74,33.98,6.21,6.16,5.87,6.005333333,5.53,5.65,5.37,5.38,5.47,5.55,5.27,5.38,3.51,3.45,3.3,3.16,3.12,3.28,3.07,3.21,3.11,3.07,2.92,2.93,43.89,49.22,48.11,40.67,36.55,38.91,31.93,25.22,33.34,43.72,33.63,35.89,39.33,37.17,39.5,40.67,39,26.67,39,21.17,39,36.67,37.33,29.17,84,79.33333333,82.66666667,81,72.66666667,74.66666667,83.11111111,82,85.33333333,74.22222222,71.44444444,72.77777778
AM3.84,843.33,883.15,1011.67,815.33,722.66,490.32,753.34,519.83,796.17,732.32,882.58,811.67,56.72,51.41,47.73,47.8,47.46,43.47,41.97,43.18,46.93,43.5,41.02,41.97,6.6,6.51,6.06,6.443666667,5.92,5.9,5.57,5.8,5.91,5.91,5.54,5.89,3.67,3.51,3.35,3.41,3.29,3.18,3.12,3.16,3.26,3.14,3.04,3.14,40.56,47,41.78,35.22,33.15,31.26,38.53,23.99,32.87,37.68,31.73,31.45,29.5,29.67,30.5,28.17,25.83,20.5,27.5,22.83,28,25.67,32.83,22.5,70.66666667,68.33333333,68.33333333,72.66666667,64.66666667,67.66666667,75.22222222,74.66666667,77.66666667,66.33333333,67.22222222,68
AM3.85,1245,1239.82,1308.33,1046.67,1036,707.15,970.66,672.83,1107.83,967.82,1100.75,1010,44.08,41.78,39.47,37.05,36.56,36.83,36.01,35.23,36,36.1,32.89,33.2,6.38,6.23,5.82,6.154666667,5.64,5.68,5.33,5.53,5.58,5.78,5.31,5.6,3.33,3.23,3.1,3.08,2.98,2.96,2.95,2.92,2.95,2.9,2.79,2.82,48.78,49,48.89,47.78,41.93,37.21,39.47,29.66,47.79,47.69,39.1,39.38,32.67,36.17,39.83,32.83,37.33,22.67,36,24.58,38.67,30,40,24.33,69,69.33333333,69.33333333,68,57,61.33333333,75.33333333,76.77777778,75.55555556,61,61.22222222,60.22222222
AM3.86,1323.33,1316.65,1271.67,1209.33,1012,800.15,978.66,688.33,937.83,1021.32,1024.25,1157,47.59,45.19,41.06,39.23,40.68,42.28,37.07,41.72,40.57,36.59,35.18,35.4,6.25,6.07,5.7,5.989333333,5.59,5.54,5.17,5.41,5.57,5.55,5.15,5.38,3.5,3.42,3.23,3.23,3.14,3.25,3.03,3.2,3.12,3.03,2.93,2.97,45.67,41.56,43,37.67,35.79,34.76,34,28.05,34.48,41.74,35.22,34.28,38.17,39,40.17,40.5,39.67,30.83,36.83,21.67,37.67,37.33,44.17,26.83,72.33333333,70.66666667,70.33333333,70.66666667,64.33333333,63.33333333,78.55555556,78.88888889,76.44444444,64.33333333,67.66666667,63.66666667
AM3.87,908.33,1167.65,1198.33,1026.5,860,646.98,909.34,540.33,1066.75,925.48,1005.83,952.83,46.4,42.38,41.75,38.02,36.37,37.91,37.56,36.76,38.06,35.76,35.46,34.78,6.76,6.59,6.18,6.399666667,5.96,6.03,5.66,5.74,5.95,6.04,5.59,5.83,3.35,3.22,3.12,3.07,2.91,3.01,2.95,2.93,3,2.85,2.82,2.83,42.89,46.67,43.44,43.78,34.57,36.36,30.79,21.73,35.56,41.74,29.94,33.43,35.33,41.17,41.33,37.83,40,27,34.5,21.75,32.25,32.17,43.5,23.33,73.33333333,70.5,74.5,70.66666667,63,64.33333333,79.66666667,78.66666667,79.66666667,66.66666667,63.22222222,66.11111111
AM3.88,1165,1261.82,1321.67,1051.33,1017.34,698.15,1050.66,635.33,1038.42,859.65,1102.17,929.17,50.94,47.53,41.77,40.54,44.22,42.09,36.54,39.35,44.07,38.54,35.51,35.51,7.01,6.86,6.35,6.718,6.29,6.24,5.76,5.99,6.26,6.27,5.72,6.02,3.5,3.4,3.14,3.18,3.19,3.13,2.92,3.05,3.16,2.98,2.83,2.9,41.44,48,41.33,42.33,33.15,34.28,35.22,27.11,42.98,35.98,33.72,37.59,37.5,41,42.83,32.33,35.83,27.33,36.17,24,39.67,31,37.83,24,72,72.66666667,71.66666667,72,68.66666667,64.66666667,79.44444444,80.66666667,78.44444444,66.66666667,67.11111111,64
AM3.89,1195,1194.65,1060,1032.17,1053.34,751.98,828,654.67,1011.5,959.15,905.25,963,47.73,48.98,45.29,42.35,39.57,41.26,37.89,40.77,40.16,40.76,37.88,37.47,5.92,5.93,5.58,5.656333333,5.23,5.32,5.1,5.2,5.25,5.33,5.07,5.17,3.56,3.56,3.38,3.39,3.17,3.24,3.11,3.21,3.2,3.18,3.07,3.07,41.89,41.78,38.78,38.78,30.23,30.51,29.66,25.41,30.32,39.01,33.06,29.47,40.67,41.67,34.33,34,46,31.33,45.67,22.67,42.67,32.5,39.67,30.33,76,75,73.33333333,73.33333333,70,66.66666667,80,79.66666667,79.88888889,68.66666667,70.44444444,68.66666667
AM3.90,1175,1227.65,1211.67,1050,833.34,664.65,960,639.17,961.92,887.65,1011.5,1020.67,51.43,50.58,41.31,43.13,45.4,44.98,38.25,43.3,43.88,39.98,34.33,37.39,6.89,6.86,6.24,6.662666667,6.17,6.09,5.74,5.97,6.14,6.17,5.64,6.03,3.41,3.37,3.05,3.14,3.1,3.11,2.9,3.09,3.08,2.93,2.74,2.86,39.11,44.44,44,44.89,35.61,28.62,33.91,25.69,31.36,40.23,36.64,38.34,34,37,36.67,36.5,39.33,23.5,37.83,24.17,35.33,30.83,40,29.17,71.66666667,70.66666667,69.66666667,71,64,62.33333333,79.33333333,77.55555556,75.33333333,64.66666667,64.33333333,66.11111111
AM3.91,1165,1234.65,1206.67,1092.17,976,914.15,972,708.33,963.33,1081.48,1001.58,1049.33,50.16,43.32,47.41,38.92,40.75,40.35,39.35,38.5,40.74,36.02,38.74,34.37,6.57,6.46,6.15,6.372333333,5.84,5.87,5.61,5.72,5.81,5.9,5.55,5.72,3.44,3.21,3.29,3.09,3.03,3.04,3.01,3.02,3.04,2.9,2.95,2.85,36.56,42.33,38,36.56,26.83,29.38,28.81,23.52,35.7,38.82,28.71,33.81,50.67,45.5,48.67,43.17,52.83,34,50,26.92,44.5,36.33,41.5,32.33,74.33333333,74.33333333,73.33333333,71.33333333,66.66666667,64.33333333,77.22222222,77.55555556,77,65.33333333,63.33333333,63.33333333
AM3.92,1200,1289.82,1205,1057,966.66,665.32,940,600.67,995.92,942.98,959.08,918.17,48.85,43.69,44.51,40.42,41.37,41.51,38.49,37.97,40.28,36.66,35.78,35.39,7.14,7.02,6.64,6.881333333,6.38,6.32,6.05,6.15,6.32,6.44,6.02,6.22,3.29,3.11,3.13,3.03,2.97,2.99,2.89,2.89,2.94,2.78,2.76,2.75,38,42.22,35.33,40.22,31.45,29.27,28.81,23.04,32.11,36.74,29.09,35.33,47.17,45,43.17,40,47.33,28.67,50.17,26,40,34,36.17,29.83,84.66666667,81.66666667,83,80.66666667,71,72.33333333,86.44444444,86,87.11111111,73,72,70.66666667
